Date,Open,High,Low,Close,Volume
2017-01-27 14-01,121.711,121.711,121.711,121.711,282213
2017-01-27 14-02,121.745,121.745,121.745,121.745,108099
2017-01-27 14-03,121.69,121.69,121.69,121.69,95260
2017-01-27 14-04,121.73,121.73,121.73,121.73,50353
2017-01-27 14-05,121.725,121.725,121.725,121.725,23016
2017-01-27 14-06,121.735,121.735,121.735,121.735,27996
2017-01-27 14-07,121.74,121.74,121.74,121.74,17533
2017-01-27 14-08,121.7445,121.7445,121.7445,121.7445,56077
2017-01-27 14-09,121.75,121.75,121.75,121.75,34483
2017-01-27 14-10,121.72,121.72,121.72,121.72,23008
2017-01-27 14-11,121.7351,121.7351,121.7351,121.7351,21999
2017-01-27 14-12,121.73,121.73,121.73,121.73,16656
2017-01-27 14-13,121.7,121.7,121.7,121.7,33662
2017-01-27 14-14,121.66,121.66,121.66,121.66,52306
2017-01-27 14-15,121.62,121.62,121.62,121.62,42255
2017-01-27 14-16,121.605,121.605,121.605,121.605,116522
2017-01-27 14-17,121.6475,121.6475,121.6475,121.6475,77695
2017-01-27 14-18,121.65,121.65,121.65,121.65,17936
2017-01-27 14-19,121.675,121.675,121.675,121.675,25829
2017-01-27 14-20,121.725,121.725,121.725,121.725,33789
2017-01-27 14-21,121.736,121.736,121.736,121.736,32817
2017-01-27 14-22,121.73,121.73,121.73,121.73,46791
2017-01-27 14-23,121.71,121.71,121.71,121.71,21447
2017-01-27 14-24,121.71,121.71,121.71,121.71,44039
2017-01-27 14-25,121.74,121.74,121.74,121.74,43987
2017-01-27 14-26,121.745,121.745,121.745,121.745,39904
2017-01-27 14-27,121.76,121.76,121.76,121.76,39802
2017-01-27 14-28,121.75,121.75,121.75,121.75,30978
2017-01-27 14-29,121.74,121.74,121.74,121.74,39428
2017-01-27 14-30,121.74,121.74,121.74,121.74,31614
2017-01-27 14-31,121.74,121.74,121.74,121.74,10220
2017-01-27 14-32,121.7401,121.7401,121.7401,121.7401,32746
2017-01-27 14-33,121.74,121.74,121.74,121.74,18607
2017-01-27 14-34,121.775,121.775,121.775,121.775,32122
2017-01-27 14-35,121.795,121.795,121.795,121.795,25563
2017-01-27 14-36,121.77,121.77,121.77,121.77,33586
2017-01-27 14-37,121.7735,121.7735,121.7735,121.7735,41381
2017-01-27 14-38,121.77,121.77,121.77,121.77,17616
2017-01-27 14-39,121.7927,121.7927,121.7927,121.7927,68379
2017-01-27 14-40,121.79,121.79,121.79,121.79,40856
2017-01-27 14-41,121.77,121.77,121.77,121.77,35732
2017-01-27 14-42,121.7801,121.7801,121.7801,121.7801,43344
2017-01-27 14-43,121.79,121.79,121.79,121.79,29235
2017-01-27 14-44,121.8,121.8,121.8,121.8,13011
2017-01-27 14-45,121.79,121.79,121.79,121.79,19008
2017-01-27 14-46,121.79,121.79,121.79,121.79,21281
2017-01-27 14-47,121.8,121.8,121.8,121.8,23778
2017-01-27 14-48,121.77,121.77,121.77,121.77,57218
2017-01-27 14-49,121.77,121.77,121.77,121.77,40912
2017-01-27 14-50,121.7749,121.7749,121.7749,121.7749,36040
2017-01-27 14-51,121.75,121.75,121.75,121.75,43474
2017-01-27 14-52,121.73,121.73,121.73,121.73,38080
2017-01-27 14-53,121.74,121.74,121.74,121.74,29702
2017-01-27 14-54,121.7532,121.7532,121.7532,121.7532,16225
2017-01-27 14-55,121.73,121.73,121.73,121.73,27017
2017-01-27 14-56,121.72,121.72,121.72,121.72,29031
2017-01-27 14-57,121.74,121.74,121.74,121.74,37918
2017-01-27 14-58,121.7413,121.7413,121.7413,121.7413,34970
2017-01-27 14-59,121.74,121.74,121.74,121.74,18094
2017-01-27 15-00,121.71,121.71,121.71,121.71,56296
2017-01-27 15-01,121.71,121.71,121.71,121.71,18064
2017-01-27 15-02,121.7042,121.7042,121.7042,121.7042,58369
2017-01-27 15-03,121.72,121.72,121.72,121.72,52559
2017-01-27 15-04,121.695,121.695,121.695,121.695,47040
2017-01-27 15-05,121.705,121.705,121.705,121.705,31307
2017-01-27 15-06,121.725,121.725,121.725,121.725,16597
2017-01-27 15-07,121.755,121.755,121.755,121.755,84981
2017-01-27 15-08,121.775,121.775,121.775,121.775,62136
2017-01-27 15-09,121.76,121.76,121.76,121.76,40820
2017-01-27 15-10,121.74,121.74,121.74,121.74,16495
2017-01-27 15-11,121.735,121.735,121.735,121.735,32251
2017-01-27 15-12,121.74,121.74,121.74,121.74,17039
2017-01-27 15-13,121.735,121.735,121.735,121.735,10427
2017-01-27 15-14,121.75,121.75,121.75,121.75,36846
2017-01-27 15-15,121.755,121.755,121.755,121.755,24938
2017-01-27 15-16,121.775,121.775,121.775,121.775,28827
2017-01-27 15-17,121.78,121.78,121.78,121.78,100500
2017-01-27 15-18,121.79,121.79,121.79,121.79,37838
2017-01-27 15-19,121.76,121.76,121.76,121.76,22756
2017-01-27 15-20,121.785,121.785,121.785,121.785,18700
2017-01-27 15-21,121.79,121.79,121.79,121.79,27102
2017-01-27 15-22,121.765,121.765,121.765,121.765,54455
2017-01-27 15-23,121.765,121.765,121.765,121.765,30140
2017-01-27 15-24,121.76,121.76,121.76,121.76,21924
2017-01-27 15-25,121.765,121.765,121.765,121.765,40364
2017-01-27 15-26,121.79,121.79,121.79,121.79,40111
2017-01-27 15-27,121.745,121.745,121.745,121.745,168136
2017-01-27 15-28,121.725,121.725,121.725,121.725,63967
2017-01-27 15-29,121.725,121.725,121.725,121.725,30187
2017-01-27 15-30,121.75,121.75,121.75,121.75,32179
2017-01-27 15-31,121.7432,121.7432,121.7432,121.7432,49571
2017-01-27 15-32,121.745,121.745,121.745,121.745,42023
2017-01-27 15-33,121.745,121.745,121.745,121.745,74295
2017-01-27 15-34,121.765,121.765,121.765,121.765,60697
2017-01-27 15-35,121.76,121.76,121.76,121.76,50334
2017-01-27 15-36,121.765,121.765,121.765,121.765,26103
2017-01-27 15-37,121.766,121.766,121.766,121.766,89150
2017-01-27 15-38,121.765,121.765,121.765,121.765,44412
2017-01-27 15-39,121.755,121.755,121.755,121.755,28066
2017-01-27 15-40,121.75,121.75,121.75,121.75,47854
2017-01-27 15-41,121.755,121.755,121.755,121.755,50350
2017-01-27 15-42,121.765,121.765,121.765,121.765,35102
2017-01-27 15-43,121.7617,121.7617,121.7617,121.7617,45334
2017-01-27 15-44,121.77,121.77,121.77,121.77,43948
2017-01-27 15-45,121.745,121.745,121.745,121.745,50752
2017-01-27 15-46,121.74,121.74,121.74,121.74,59277
2017-01-27 15-47,121.745,121.745,121.745,121.745,65528
2017-01-27 15-48,121.7499,121.7499,121.7499,121.7499,34898
2017-01-27 15-49,121.73,121.73,121.73,121.73,145908
2017-01-27 15-50,121.83,121.83,121.83,121.83,418625
2017-01-27 15-51,121.84,121.84,121.84,121.84,72982
2017-01-27 15-52,121.9,121.9,121.9,121.9,102850
2017-01-27 15-53,121.9199,121.9199,121.9199,121.9199,83190
2017-01-27 15-54,121.925,121.925,121.925,121.925,115018
2017-01-27 15-55,121.925,121.925,121.925,121.925,80830
2017-01-27 15-56,121.93,121.93,121.93,121.93,158288
2017-01-27 15-57,121.915,121.915,121.915,121.915,128550
2017-01-27 15-58,121.925,121.925,121.925,121.925,94140
2017-01-27 15-59,121.91,121.91,121.91,121.91,397390
2017-01-27 16-00,121.719,121.719,121.719,121.719,2059982
2017-01-27 16-02,121.94,121.94,121.94,121.94,89118
2017-01-27 16-03,121.9,121.9,121.9,121.9,3002
2017-01-27 16-04,121.86,121.86,121.86,121.86,2900
2017-01-27 16-05,121.88,121.88,121.88,121.88,6076
2017-01-27 16-06,121.89,121.89,121.89,121.89,1194
2017-01-27 16-07,121.91,121.91,121.91,121.91,13940
2017-01-27 16-08,121.89,121.89,121.89,121.89,1022
2017-01-27 16-09,121.91,121.91,121.91,121.91,8892
2017-01-27 16-10,121.719,121.719,121.719,121.719,13860
2017-01-27 16-11,121.91,121.91,121.91,121.91,4952
2017-01-27 16-12,121.95,121.95,121.95,121.95,90682
2017-01-27 16-13,121.92,121.92,121.92,121.92,258
2017-01-27 16-14,121.94,121.94,121.94,121.94,602
2017-01-27 16-15,121.94,121.94,121.94,121.94,6100
2017-01-27 16-17,121.95,121.95,121.95,121.95,6
2017-01-27 16-19,121.94,121.94,121.94,121.94,6200
2017-01-27 16-20,121.95,121.95,121.95,121.95,37696
2017-01-27 16-22,121.95,121.95,121.95,121.95,1400
2017-01-27 16-23,121.94,121.94,121.94,121.94,52
2017-01-27 16-24,121.95,121.95,121.95,121.95,200
2017-01-27 16-25,121.95,121.95,121.95,121.95,132
2017-01-27 16-26,121.94,121.94,121.94,121.94,28
2017-01-27 16-27,121.95,121.95,121.95,121.95,1408
2017-01-27 16-28,121.95,121.95,121.95,121.95,3308
2017-01-27 16-30,121.95,121.95,121.95,121.95,460
2017-01-27 16-31,121.96,121.96,121.96,121.96,2204
2017-01-27 16-32,121.96,121.96,121.96,121.96,800
2017-01-27 16-34,121.96,121.96,121.96,121.96,100
2017-01-27 16-35,121.96,121.96,121.96,121.96,300
2017-01-27 16-37,121.96,121.96,121.96,121.96,2596
2017-01-27 16-38,121.78,121.78,121.78,121.78,34200
2017-01-27 16-40,121.91,121.91,121.91,121.91,252
2017-01-27 16-41,121.7577,121.7577,121.7577,121.7577,1086
2017-01-27 16-42,121.9,121.9,121.9,121.9,100
2017-01-27 16-44,121.95,121.95,121.95,121.95,262
2017-01-27 16-45,121.95,121.95,121.95,121.95,300
2017-01-27 16-48,121.96,121.96,121.96,121.96,1104
2017-01-27 16-50,121.95,121.95,121.95,121.95,2926
2017-01-27 16-53,121.93,121.93,121.93,121.93,1210
2017-01-27 16-55,121.95,121.95,121.95,121.95,208
2017-01-27 16-57,121.96,121.96,121.96,121.96,192
2017-01-27 16-59,121.93,121.93,121.93,121.93,4100
2017-01-27 17-00,121.92,121.92,121.92,121.92,2900
2017-01-27 17-01,121.92,121.92,121.92,121.92,500
2017-01-27 17-02,121.93,121.93,121.93,121.93,2
2017-01-27 17-04,121.92,121.92,121.92,121.92,100
2017-01-27 17-05,121.92,121.92,121.92,121.92,1000
2017-01-27 17-06,121.92,121.92,121.92,121.92,378
2017-01-27 17-09,121.9,121.9,121.9,121.9,104
2017-01-27 17-13,121.9,121.9,121.9,121.9,8
2017-01-27 17-21,121.9,121.9,121.9,121.9,1404
2017-01-27 17-22,121.9,121.9,121.9,121.9,500
2017-01-27 17-27,121.9,121.9,121.9,121.9,400
2017-01-27 17-28,121.9,121.9,121.9,121.9,52
2017-01-27 17-31,121.91,121.91,121.91,121.91,168
2017-01-27 17-34,121.9,121.9,121.9,121.9,228
2017-01-27 17-41,121.9,121.9,121.9,121.9,12
2017-01-27 17-42,121.95,121.95,121.95,121.95,678
2017-01-27 17-44,121.9,121.9,121.9,121.9,106
2017-01-27 17-45,121.72,121.72,121.72,121.72,232
2017-01-27 17-46,121.95,121.95,121.95,121.95,20
2017-01-27 17-47,121.95,121.95,121.95,121.95,700
2017-01-27 17-48,121.97,121.97,121.97,121.97,146
2017-01-27 17-52,121.97,121.97,121.97,121.97,650
2017-01-27 17-55,121.95,121.95,121.95,121.95,44
2017-01-27 17-57,121.91,121.91,121.91,121.91,92
2017-01-27 18-01,121.95,121.95,121.95,121.95,20
2017-01-27 18-03,121.95,121.95,121.95,121.95,116
2017-01-27 18-04,121.9,121.9,121.9,121.9,480
2017-01-27 18-05,121.9,121.9,121.9,121.9,224
2017-01-27 18-06,121.9,121.9,121.9,121.9,740
2017-01-27 18-07,121.86,121.86,121.86,121.86,480
2017-01-27 18-08,121.87,121.87,121.87,121.87,280
2017-01-27 18-10,121.87,121.87,121.87,121.87,416
2017-01-27 18-11,121.86,121.86,121.86,121.86,1882
2017-01-27 18-12,121.86,121.86,121.86,121.86,398
2017-01-27 18-14,121.86,121.86,121.86,121.86,166
2017-01-27 18-15,121.85,121.85,121.85,121.85,282
2017-01-27 18-17,121.82,121.82,121.82,121.82,794
2017-01-27 18-18,121.82,121.82,121.82,121.82,2062
2017-01-27 18-19,121.83,121.83,121.83,121.83,400
2017-01-27 18-20,121.8,121.8,121.8,121.8,300
2017-01-27 18-21,121.78,121.78,121.78,121.78,656
2017-01-27 18-22,121.77,121.77,121.77,121.77,168
2017-01-27 18-23,121.77,121.77,121.77,121.77,8386
2017-01-27 18-24,121.75,121.75,121.75,121.75,100
2017-01-27 18-25,121.95,121.95,121.95,121.95,3384
2017-01-27 18-26,121.72,121.72,121.72,121.72,1000
2017-01-27 18-27,121.72,121.72,121.72,121.72,700
2017-01-27 18-28,121.72,121.72,121.72,121.72,1474
2017-01-27 18-29,121.75,121.75,121.75,121.75,200
2017-01-27 18-30,121.75,121.75,121.75,121.75,1000
2017-01-27 18-32,121.72,121.72,121.72,121.72,456
2017-01-27 18-33,121.74,121.74,121.74,121.74,500
2017-01-27 18-35,121.74,121.74,121.74,121.74,100
2017-01-27 18-38,121.71,121.71,121.71,121.71,124
2017-01-27 18-40,121.71,121.71,121.71,121.71,50
2017-01-27 18-42,121.71,121.71,121.71,121.71,200
2017-01-27 18-43,121.72,121.72,121.72,121.72,226
2017-01-27 18-47,121.71,121.71,121.71,121.71,360
2017-01-27 18-48,121.71,121.71,121.71,121.71,286
2017-01-27 18-49,121.74,121.74,121.74,121.74,220
2017-01-27 18-50,121.7,121.7,121.7,121.7,500
2017-01-27 18-52,121.7,121.7,121.7,121.7,16
2017-01-27 18-53,121.7,121.7,121.7,121.7,20
2017-01-27 18-54,121.7,121.7,121.7,121.7,26
2017-01-27 18-57,121.72,121.72,121.72,121.72,700
2017-01-27 18-58,121.7,121.7,121.7,121.7,788
2017-01-27 18-59,121.66,121.66,121.66,121.66,274
2017-01-27 19-02,121.7,121.7,121.7,121.7,1450
2017-01-27 19-03,121.65,121.65,121.65,121.65,232
2017-01-27 19-05,121.65,121.65,121.65,121.65,20
2017-01-27 19-06,121.65,121.65,121.65,121.65,600
2017-01-27 19-07,121.65,121.65,121.65,121.65,170
2017-01-27 19-08,121.65,121.65,121.65,121.65,300
2017-01-27 19-11,121.6,121.6,121.6,121.6,6488
2017-01-27 19-13,121.6,121.6,121.6,121.6,400
2017-01-27 19-15,121.6,121.6,121.6,121.6,80
2017-01-27 19-17,121.02,121.02,121.02,121.02,10294
2017-01-27 19-19,121.5,121.5,121.5,121.5,1000
2017-01-27 19-23,121.5,121.5,121.5,121.5,1500
2017-01-27 19-24,121.3,121.3,121.3,121.3,124
2017-01-27 19-25,121.5,121.5,121.5,121.5,652
2017-01-27 19-26,121.5,121.5,121.5,121.5,100
2017-01-27 19-27,121.5,121.5,121.5,121.5,1000
2017-01-27 19-30,121.51,121.51,121.51,121.51,24
2017-01-27 19-31,121.51,121.51,121.51,121.51,80
2017-01-27 19-33,121.55,121.55,121.55,121.55,240
2017-01-27 19-34,121.51,121.51,121.51,121.51,552
2017-01-27 19-36,121.55,121.55,121.55,121.55,24
2017-01-27 19-37,121.55,121.55,121.55,121.55,276
2017-01-27 19-38,121.17,121.17,121.17,121.17,4000
2017-01-27 19-44,121.25,121.25,121.25,121.25,100
2017-01-27 19-45,121.4,121.4,121.4,121.4,1000
2017-01-27 19-46,121.4,121.4,121.4,121.4,708
2017-01-27 19-49,121.49,121.49,121.49,121.49,28
2017-01-27 19-53,121.48,121.48,121.48,121.48,876
2017-01-27 19-56,121.42,121.42,121.42,121.42,976
2017-01-27 19-59,121.55,121.55,121.55,121.55,200
This document was made with Webix library. http://webix.com,,,,,
